id,title,type,genres,averageRating,numVotes,releaseYear
tt10096842,False Positive,movie,"Horror, Mystery, Thriller",4.6,7870.0,2021.0
tt10098288,Roohi,movie,"Comedy, Horror",4.3,11305.0,2021.0
tt10098448,Jesus Revolution,movie,"Biography, Drama, History",7.1,15583.0,2023.0
tt1010048,Slumdog Millionaire,movie,"Crime, Drama, Romance",8.0,894333.0,2008.0
tt1010271,The Poughkeepsie Tapes,movie,"Horror, Mystery, Thriller",5.9,28225.0,2007.0
tt10110614,Apples,movie,"Drama, Sci-Fi",6.8,5899.0,2020.0
tt10121392,Thunder Force,movie,"Action, Adventure, Comedy",4.6,47014.0,2021.0
tt10126434,Scare Me,movie,"Comedy, Horror",5.7,5387.0,2020.0
tt10127684,Rogue City,movie,"Action, Crime, Drama",6.1,10378.0,2020.0
tt10127708,Valley of the Dead,movie,"Action, Comedy, Horror",5.8,5964.0,2020.0
tt1012804,Redbelt,movie,"Drama, Sport",6.7,21710.0,2008.0
tt10128846,Megalopolis,movie,"Drama, Fantasy, Sci-Fi",4.7,35427.0,2024.0
tt1013743,Knight and Day,movie,"Action, Adventure, Comedy",6.3,217567.0,2010.0
tt1013752,Fast & Furious,movie,"Action, Thriller",6.5,322809.0,2009.0
tt1013753,Milk,movie,"Biography, Drama, History",7.5,182620.0,2008.0
tt1013860,Dylan Dog: Dead of Night,movie,"Action, Comedy, Crime",5.1,15886.0,2010.0
tt10145122,The Perfect Secret,movie,"Comedy, Drama, Romance",6.6,8003.0,2019.0
tt1014672,Bheja Fry,movie,"Comedy, Drama",7.6,12437.0,2007.0
tt10147546,Homecoming: A Film by Beyoncé,movie,"Documentary, Music",7.6,8223.0,2019.0
tt1014759,Alice in Wonderland,movie,"Adventure, Family, Fantasy",6.4,454653.0,2010.0
tt1014763,Child 44,movie,"Crime, Drama, History",6.4,77735.0,2015.0
tt1014775,Beverly Hills Chihuahua,movie,"Adventure, Comedy, Drama",4.0,26683.0,2008.0
tt1014806,The Poker House,movie,Drama,6.3,6021.0,2008.0
tt1014809,Until the Light Takes Us,movie,"Documentary, Music",7.0,6913.0,2008.0
tt10151854,Shazam! Fury of the Gods,movie,"Action, Adventure, Comedy",5.9,136812.0,2023.0
tt10152736,Thalaivi,movie,"Biography, Drama",5.9,31492.0,2021.0
tt1015474,Train,movie,"Horror, Thriller",4.7,7170.0,2008.0
tt10155932,Cinderella,movie,"Comedy, Family, Fantasy",4.4,48767.0,2021.0
tt1016075,Fame,movie,"Drama, Musical, Romance",5.0,17160.0,2009.0
tt10160976,The Nun II,movie,"Horror, Mystery, Thriller",5.6,69887.0,2023.0
tt1016150,All Quiet on the Western Front,movie,"Drama, History, War",7.8,272610.0,2022.0
tt10161886,The Prom,movie,"Comedy, Drama, Musical",5.9,29977.0,2020.0
tt1016268,Enron: The Smartest Guys in the Room,movie,"Biography, Documentary, History",7.6,20663.0,2005.0
tt1016290,Crows Zero,movie,"Action, Comedy, Crime",7.0,9237.0,2007.0
tt1016301,Fermat's Room,movie,"Mystery, Thriller",6.6,23385.0,2007.0
tt10168670,Bones and All,movie,"Drama, Horror, Romance",6.8,66506.0,2022.0
tt10171472,Goodrich,movie,"Comedy, Drama",6.3,5255.0,2024.0
tt10172266,"Red, White & Royal Blue",movie,"Comedy, Romance",6.9,57467.0,2023.0
tt1017451,The Runaways,movie,"Biography, Drama, Music",6.5,51778.0,2010.0
